quest,questType,entity,entityType,role,score,reviewNeeded,reasons,sourceUrl,evidence
Death to the Dorgeshuun,quest,Duke Horacio,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Take her to Duke Horacio upstairs in the castle. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Duke Horacio,npc,turn_in,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Take her to Duke Horacio upstairs in the castle. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Dwarf (Death to the Dorgeshuun),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Father Aereck,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Talk to Father Aereck and the Prayer tutor in the church just outside the castle. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Father Aereck,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Talk to Father Aereck and the Prayer tutor in the church just outside the castle. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Guard (H.A.M. Storerooms),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,H.A.M. Deacon,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,H.A.M. Guard,monster,enemy,0.97,False,,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Sigmund (level 50) *3 H.A.M. Guards (level 22) (optional)
Death to the Dorgeshuun,quest,H.A.M. Member (Death to the Dorgeshuun),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,HAM member (Death to the Dorgeshuun),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Hans,npc,helper,0.96,False,entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Talk to Hans who roams around the castle.
Death to the Dorgeshuun,quest,Jimmy the Chisel,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"You find yourself in the jail. Talk to Jimmy the Chisel. He will tell you that Sigmund took Zanik outside. Pick the lock to escape. If you accidentally leave the jail before talking to Jimmy, you can speak with Johanhus again and he will te / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Jimmy the Chisel,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"You find yourself in the jail. Talk to Jimmy the Chisel. He will tell you that Sigmund took Zanik outside. Pick the lock to escape. If you accidentally leave the jail before talking to Jimmy, you can speak with Johanhus again and he will te / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Johanhus Ulsbrecht,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,Talk to Johanhus Ulsbrecht near the jail about the Cave Goblins. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Johanhus Ulsbrecht,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,Talk to Johanhus Ulsbrecht near the jail about the Cave Goblins. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Juna,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Go back outside, and you'll find Zanik lying on the ground, dead. Investigate her and your character will find that her mark is glowing. Take her body to Juna in the Chasm of Tears. / Either enter the hole in Lumbridge Swamp or enter the Dorgesh-Kaan mine through the hole in the Lumbridge Castle cellar. In the mine, go directly south of the entrance and Kazgar to a blocked tunnel, mine it with your pickaxe, and squeeze t / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Juna,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Go back outside, and you'll find Zanik lying on the ground, dead. Investigate her and your character will find that her mark is glowing. Take her body to Juna in the Chasm of Tears. / Either enter the hole in Lumbridge Swamp or enter the Dorgesh-Kaan mine through the hole in the Lumbridge Castle cellar. In the mine, go directly south of the entrance and Kazgar to a blocked tunnel, mine it with your pickaxe, and squeeze t / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Juna,npc,turn_in,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Go back outside, and you'll find Zanik lying on the ground, dead. Investigate her and your character will find that her mark is glowing. Take her body to Juna in the Chasm of Tears. / Either enter the hole in Lumbridge Swamp or enter the Dorgesh-Kaan mine through the hole in the Lumbridge Castle cellar. In the mine, go directly south of the entrance and Kazgar to a blocked tunnel, mine it with your pickaxe, and squeeze t / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Lumbridge Guide,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Talk to the Lumbridge Guide outside the castle. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Lumbridge Guide,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Talk to the Lumbridge Guide outside the castle. / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Man,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"*Talk to any man or woman. Zanik must engage in conversation with the man or woman you speak to; if she doesn't, move on to another man or woman and try again."
Death to the Dorgeshuun,quest,Mistag,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Speak to Mistag in the Dorgesh-Kaan mine. / Talk to Mistag who will ask you to obtain two sets of H.A.M. robes so that you may show one of their agents around the surface and the H.A.M. Hideout without detection. Note that this is the full set of clothing, not just the Ham robe. Get  / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Mistag,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Speak to Mistag in the Dorgesh-Kaan mine. / Talk to Mistag who will ask you to obtain two sets of H.A.M. robes so that you may show one of their agents around the surface and the H.A.M. Hideout without detection. Note that this is the full set of clothing, not just the Ham robe. Get  / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Mistag,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Speak to Mistag in the Dorgesh-Kaan mine. / Talk to Mistag who will ask you to obtain two sets of H.A.M. robes so that you may show one of their agents around the surface and the H.A.M. Hideout without detection. Note that this is the full set of clothing, not just the Ham robe. Get  / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Sigmund,npc,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Sigmund (level 50) *3 H.A.M. Guards (level 22) (optional) / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Sigmund,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,*Sigmund (level 50) *3 H.A.M. Guards (level 22) (optional) / Category:Death to the Dorgeshuun
Death to the Dorgeshuun,quest,Woman,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"*Talk to any man or woman. Zanik must engage in conversation with the man or woman you speak to; if she doesn't, move on to another man or woman and try again."
Death to the Dorgeshuun,quest,Zanik,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Once you have these, return to the Lumbridge Castle cellar, and talk to Zanik who will have appeared next to the ladder. / Category:Death to the Dorgeshuun"
Death to the Dorgeshuun,quest,Zanik,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Death_to_the_Dorgeshuun,"Once you have these, return to the Lumbridge Castle cellar, and talk to Zanik who will have appeared next to the ladder. / Category:Death to the Dorgeshuun"
Defender of Varrock,quest,Armoured zombie (Defender of Varrock),monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,* At least six armoured zombies (level 85) * Multiple Chaos Golems (level 70) / Category:Defender of Varrock
Defender of Varrock,quest,Armoured zombie (Defender of Varrock),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,* At least six armoured zombies (level 85) * Multiple Chaos Golems (level 70) / Category:Defender of Varrock
Defender of Varrock,quest,Armoured zombie (Zemouregal's Base),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Arrav,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Captain Rovin,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Chaos Golem,monster,enemy,0.97,False,,https://oldschool.runescape.wiki/w/Defender_of_Varrock,* At least six armoured zombies (level 85) * Multiple Chaos Golems (level 70)
Defender of Varrock,quest,Curator Haig Halen,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Dimintheis,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Head to south-east Varrock, past the gated area, and speak to Dimintheis, who is of the noble family Fitzharmon. Upon equipping the shield, it will begin to crackle with lightning, indicating that he is indeed descended from the founder of  / Category:Defender of Varrock"
Defender of Varrock,quest,Dimintheis,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Head to south-east Varrock, past the gated area, and speak to Dimintheis, who is of the noble family Fitzharmon. Upon equipping the shield, it will begin to crackle with lightning, indicating that he is indeed descended from the founder of  / Category:Defender of Varrock"
Defender of Varrock,quest,Elias White,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Speak to Elias White in the Jolly Boar Inn. / Elias White / Make your way to the Jolly Boar Inn and speak to Elias White, a wise explorer. He will tell you that one of the inn's patrons were raving that zombies have been organising in the Wilderness, but were dismissed as the ramblings of someone wh"
Defender of Varrock,quest,Elias White,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Speak to Elias White in the Jolly Boar Inn. / Elias White / Make your way to the Jolly Boar Inn and speak to Elias White, a wise explorer. He will tell you that one of the inn's patrons were raving that zombies have been organising in the Wilderness, but were dismissed as the ramblings of someone wh"
Defender of Varrock,quest,Elias White,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Speak to Elias White in the Jolly Boar Inn. / Elias White / Make your way to the Jolly Boar Inn and speak to Elias White, a wise explorer. He will tell you that one of the inn's patrons were raving that zombies have been organising in the Wilderness, but were dismissed as the ramblings of someone wh"
Defender of Varrock,quest,Horvik,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,King Roald,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Monk of Zamorak (Defender of Varrock),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Ramarno,npc,helper,0.96,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Ramarno / Make your way to Camdozaal and speak to Ramarno about the Shield of Arrav, and he will ask that you stoke the Sacred Forge with imbued barronite. As he is blind, you must be the one to gaze into the forge for answers. / Category:Defender of Varrock"
Defender of Varrock,quest,Ramarno,npc,story,0.91,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Ramarno / Make your way to Camdozaal and speak to Ramarno about the Shield of Arrav, and he will ask that you stoke the Sacred Forge with imbued barronite. As he is blind, you must be the one to gaze into the forge for answers. / Category:Defender of Varrock"
Defender of Varrock,quest,Reldo,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Return to Varrock Palace to find it under attack. Go two flights up the north-western staircase and speak to Elias and Captain Rovin, who will give you the Shield of Arrav. Rovin will then tell you your best bet is to consult the library do / Category:Defender of Varrock"
Defender of Varrock,quest,Reldo,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,"Return to Varrock Palace to find it under attack. Go two flights up the north-western staircase and speak to Elias and Captain Rovin, who will give you the Shield of Arrav. Rovin will then tell you your best bet is to consult the library do / Category:Defender of Varrock"
Defender of Varrock,quest,Romeo,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Sharathteerk,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Sharathteerk / Category:Defender of Varrock
Defender of Varrock,quest,Sir Prysin,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Defender of Varrock,quest,Zemouregal,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Defender_of_Varrock,Category:Defender of Varrock
Demon Slayer,quest,Aris,npc,helper,0.96,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Demon_Slayer,"Speak to Aris in the tent on the western side of Varrock Square. / Aris / Speak to Aris in the tent on the western side of Varrock Square. Pay her one coin and she will scry the future, seeing a vision of the player wielding an impressive sword fighting a demon named Delrith, who terrorized Varrock over a century"
Demon Slayer,quest,Aris,npc,start,1.0,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Demon_Slayer,"Speak to Aris in the tent on the western side of Varrock Square. / Aris / Speak to Aris in the tent on the western side of Varrock Square. Pay her one coin and she will scry the future, seeing a vision of the player wielding an impressive sword fighting a demon named Delrith, who terrorized Varrock over a century"
Demon Slayer,quest,Aris,npc,story,0.91,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Demon_Slayer,"Speak to Aris in the tent on the western side of Varrock Square. / Aris / Speak to Aris in the tent on the western side of Varrock Square. Pay her one coin and she will scry the future, seeing a vision of the player wielding an impressive sword fighting a demon named Delrith, who terrorized Varrock over a century"
Demon Slayer,quest,Captain Rovin,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Demon_Slayer,Captain Rovin / Category:Demon Slayer
Demon Slayer,quest,Dark wizard,monster,story,0.91,False,walkthrough chathead match,https://oldschool.runescape.wiki/w/Demon_Slayer,Dark wizard
Demon Slayer,quest,Delrith,npc,enemy,0.99,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Demon_Slayer,Delrith (level 27) / Category:Demon Slayer
Demon Slayer,quest,Delrith,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Demon_Slayer,Delrith (level 27) / Category:Demon Slayer
Demon Slayer,quest,Sir Prysin,npc,helper,0.96,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Demon_Slayer,"Sir Prysin / Ask Aris, ""So, how did Wally kill Delrith?"" She will show you the incantation Wally used: write down or screenshot the phrase, as it will be important later on. The word order of this spell is randomised for every player. After telling you  / Category:Demon Slayer"
Demon Slayer,quest,Sir Prysin,npc,story,0.91,False,quest category match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Demon_Slayer,"Sir Prysin / Ask Aris, ""So, how did Wally kill Delrith?"" She will show you the incantation Wally used: write down or screenshot the phrase, as it will be important later on. The word order of this spell is randomised for every player. After telling you  / Category:Demon Slayer"
Demon Slayer,quest,Wally,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Demon_Slayer,Category:Demon Slayer
Demon Slayer,quest,Wizard Traiborn,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Demon_Slayer,Wizard Traiborn / Category:Demon Slayer
Desert Treasure I,quest,Asgarnia Smith,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Speak to Asgarnia Smith at the Bedabin Camp. / Travel through the Shantay Pass south of Al Kharid and then west via flying carpet or by running to the Bedabin Camp. Fairy ring code , near the Kalphite Lair, is north-east of the camp. Talk to Asgarnia Smith near the small water pool; he' / Category:Desert Treasure I"
Desert Treasure I,quest,Asgarnia Smith,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Speak to Asgarnia Smith at the Bedabin Camp. / Travel through the Shantay Pass south of Al Kharid and then west via flying carpet or by running to the Bedabin Camp. Fairy ring code , near the Kalphite Lair, is north-east of the camp. Talk to Asgarnia Smith near the small water pool; he' / Category:Desert Treasure I"
Desert Treasure I,quest,Asgarnia Smith,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Speak to Asgarnia Smith at the Bedabin Camp. / Travel through the Shantay Pass south of Al Kharid and then west via flying carpet or by running to the Bedabin Camp. Fairy ring code , near the Kalphite Lair, is north-east of the camp. Talk to Asgarnia Smith near the small water pool; he' / Category:Desert Treasure I"
Desert Treasure I,quest,Azzanadra,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"It is possible for a scarab swarm to spawn inside the altar room, but this only happens if it was spawning as you were entering the room. If this is the case, trap it between the door and an obstacle that is just in front of the door. Speak / Category:Desert Treasure I"
Desert Treasure I,quest,Azzanadra,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"It is possible for a scarab swarm to spawn inside the altar room, but this only happens if it was spawning as you were entering the room. If this is the case, trap it between the door and an obstacle that is just in front of the door. Speak / Category:Desert Treasure I"
Desert Treasure I,quest,Bartender (The Big Heist Lodge),npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Go south to the Bandit Camp. Before entering the camp, remove any equipment that depicts Saradomin or Zamorak imagery, otherwise the bandits will be aggressive. Talk to the bartender and buy a drink for 650 coins. Talk to him again to find  / Category:Desert Treasure I"
Desert Treasure I,quest,Bartender (The Big Heist Lodge),npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Go south to the Bandit Camp. Before entering the camp, remove any equipment that depicts Saradomin or Zamorak imagery, otherwise the bandits will be aggressive. Talk to the bartender and buy a drink for 650 coins. Talk to him again to find  / Category:Desert Treasure I"
Desert Treasure I,quest,Damis,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Damis,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Dessous,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Dessous,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Dunstan,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Eblis,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Talk to Eblis in a nearby building to the east, past the general store. Ask him about the diamonds and he'll tell you that he needs various items to create some scrying glasses: / Return to Eblis at the six mirrors in the desert with all four diamonds in your inventory. Speak with him, then go to the Ancient Pyramid south-east of Eblis (marked ""Jaldraocht Pyramid"" on the world map). Place each diamond in its respecti / Category:Desert Treasure I"
Desert Treasure I,quest,Eblis,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Talk to Eblis in a nearby building to the east, past the general store. Ask him about the diamonds and he'll tell you that he needs various items to create some scrying glasses: / Return to Eblis at the six mirrors in the desert with all four diamonds in your inventory. Speak with him, then go to the Ancient Pyramid south-east of Eblis (marked ""Jaldraocht Pyramid"" on the world map). Place each diamond in its respecti / Category:Desert Treasure I"
Desert Treasure I,quest,Eblis,npc,turn_in,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Talk to Eblis in a nearby building to the east, past the general store. Ask him about the diamonds and he'll tell you that he needs various items to create some scrying glasses: / Return to Eblis at the six mirrors in the desert with all four diamonds in your inventory. Speak with him, then go to the Ancient Pyramid south-east of Eblis (marked ""Jaldraocht Pyramid"" on the world map). Place each diamond in its respecti / Category:Desert Treasure I"
Desert Treasure I,quest,Fareed,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Fareed,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Hadley,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,High Priest (Entrana),npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Ice block,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Ice troll,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Ice troll,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Ice troll (Desert Treasure I),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Kamil,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Kamil,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"* Dessous (level 139) * 5 ice trolls (level 120-124) * Kamil (level 154) * Fareed (level 167) * Damis (2 forms, levels 103 and 174) * You will also need to tank hits by many high level enemies throughout most parts of the quest. / Category:Desert Treasure I"
Desert Treasure I,quest,Malak,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Once Dessous is dead, return to Malak in Canifis to claim the Blood diamond, and deposit it in the bank as quickly as possible to avoid being attacked by the Stranger. If you lose the diamond, reclaim it from Malak. You will not have to fig"
Desert Treasure I,quest,Malak,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Once Dessous is dead, return to Malak in Canifis to claim the Blood diamond, and deposit it in the bank as quickly as possible to avoid being attacked by the Stranger. If you lose the diamond, reclaim it from Malak. You will not have to fig"
