# Wiki drops with text rarity — exact rate needs data collection
# Any non-numeric rarity (Common, Rare, Random, Varies, etc.)
# wikiPage	item	section	subsection	rarity

Alchemical_Hydra	Dragon knife	Main	Pre-roll	1/{{#expr:2000/(1999/2000) round 1}}
Manta_ray_(monster)	Yew seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*18) round 1}}
Moonlight_Cockatrice	Clue scroll (medium)	Tertiary	Tertiary	Rare
Mutated_Terrorbird	Clue scroll (hard)	Tertiary	Tertiary	Rare
Mutated_Tortoise	Clue scroll (hard)	Tertiary	Tertiary	Rare
Nex	Air orb	Main	Resources	Common
Nex	Air rune	Main	Runes and ammunition	Uncommon
Nex	Blood rune	Main	Runes and ammunition	Common
Nex	Coal	Main	Resources	Uncommon
Nex	Coins	Main	Other	Uncommon
Nex	Death rune	Main	Runes and ammunition	Common
Nex	Dragon bolts (unf)	Main	Runes and ammunition	Common
Nex	Ecumenical key shard	Main	Other	Common
Nex	Fire rune	Main	Runes and ammunition	Uncommon
Nex	Onyx bolts (e)	Main	Runes and ammunition	Uncommon
Nex	Prayer potion(4)	Main	Consumables	Common
Nex	Runite ore	Main	Resources	Uncommon
Nex	Saradomin brew(4)	Main	Consumables	Common
Nex	Shark	Main	Consumables	Common
Nex	Soul rune	Main	Runes and ammunition	Common
Nex	Steel cannonball	Main	Runes and ammunition	Common
Nex	Super restore(4)	Main	Consumables	Common
Nex	Uncut diamond	Main	Resources	Common
Nex	Uncut ruby	Main	Resources	Common
Nex	Water rune	Main	Runes and ammunition	Uncommon
Nex	Wine of zamorak	Main	Resources	Common
Poison_spider	Clue scroll (beginner)	Tertiary	Tertiary	Rare
Porcupine	Clue scroll (beginner)	Tertiary	Tertiary	
Possessed_Priest	Coins	Main	Other	Uncommon
Pygmy_kraken	Clue scroll (medium)	Tertiary	Tertiary	Rare
Reanimated_abyssal	Brimstone key	Tertiary	Tertiary	Unknown
Scorpia's_guardian	Clue scroll (beginner)	Tertiary	Tertiary	Unknown
Shellbane_gryphon	Cabbage seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*16) round 1}}
Shellbane_gryphon	Grimy avantoe	Main	Herbs	1/{{#expr:1/({{#var:herb}}*6) round 1}}
Shellbane_gryphon	Grimy cadantine	Main	Herbs	1/{{#expr:1/({{#var:herb}}*4 + {{#var:combatherb}}*4) round 1}}
Shellbane_gryphon	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/({{#var:herb}}*3 + {{#var:combatherb}}*4) round 1}}
Shellbane_gryphon	Grimy guam leaf	Main	Herbs	1/{{#expr:1/({{#var:herb}}*32) round 1}}
Shellbane_gryphon	Grimy harralander	Main	Herbs	1/{{#expr:1/({{#var:herb}}*14) round 1}}
Shellbane_gryphon	Grimy irit leaf	Main	Herbs	1/{{#expr:1/({{#var:herb}}*8) round 1}}
Shellbane_gryphon	Grimy kwuarm	Main	Herbs	1/{{#expr:1/({{#var:herb}}*5 + {{#var:combatherb}}*5) round 1}}
Shellbane_gryphon	Grimy lantadyme	Main	Herbs	1/{{#expr:1/({{#var:herb}}*3 + {{#var:combatherb}}*3) round 1}}
Shellbane_gryphon	Grimy marrentill	Main	Herbs	1/{{#expr:1/({{#var:herb}}*24) round 1}}
Shellbane_gryphon	Grimy ranarr weed	Main	Herbs	1/{{#expr:1/({{#var:herb}}*11) round 1}}
Shellbane_gryphon	Grimy tarromin	Main	Herbs	1/{{#expr:1/({{#var:herb}}*18) round 1}}
Shellbane_gryphon	Onion seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*32) round 1}}
Shellbane_gryphon	Potato seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*64) round 1}}
Shellbane_gryphon	Snape grass seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*1 + {{#var:allotseedgood}}*1) round 1}}
Shellbane_gryphon	Strawberry seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*2 + {{#var:allotseedgood}}*2) round 1}}
Shellbane_gryphon	Sweetcorn seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*4 + {{#var:allotseedgood}}*4) round 1}}
Shellbane_gryphon	Tomato seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*8 + {{#var:allotseedgood}}*8) round 1}}
Shellbane_gryphon	Watermelon seed	Main	Seeds and frags	1/{{#expr:1/({{#var:allotseed}}*1 + {{#var:allotseedgood}}*1) round 1}}
Skeleton_(Melzar's_Maze)	Coins	Main	Coins	Common
Spider_(Ape_Atoll)	Clue scroll (beginner)	Tertiary	Tertiary	Rare
Spider_(Ungael)	Clue scroll (beginner)	Tertiary	Tertiary	Rare
Spined_kraken	Clue scroll (hard)	Tertiary	Tertiary	Rare
Spitting_Wyvern	Celastrus seed	Main	Seeds	1/{{#expr:1/(2*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Dragonfruit tree seed	Main	Seeds	1/{{#expr:1/(3*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Grimy cadantine	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Spitting_Wyvern	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Spitting_Wyvern	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(40*{{#var:herbbase}}) round 1}}
Spitting_Wyvern	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(24*{{#var:herbbase}}) round 1}}
Spitting_Wyvern	Magic seed	Main	Seeds	1/{{#expr:1/(6*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Mahogany seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + (1/123 * 1/3)) round 1}}
Spitting_Wyvern	Maple seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Palm tree seed	Main	Seeds	1/{{#expr:1/(5*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Papaya tree seed	Main	Seeds	1/{{#expr:1/(7*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Ranarr seed	Main	Seeds	1/{{#expr:1/(15*{{#var:seedbase}} + 2/123) round 1}}
Spitting_Wyvern	Redwood tree seed	Main	Seeds	1/{{#expr:1/(2*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Snapdragon seed	Main	Seeds	1/{{#expr:1/(14*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Spirit seed	Main	Seeds	1/{{#expr:1/(4*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Teak seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + (1/123 * 2/3)) round 1}}
Spitting_Wyvern	Torstol seed	Main	Seeds	1/{{#expr:1/(11*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Watermelon seed	Main	Seeds	1/{{#expr:1/(10*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Willow seed	Main	Seeds	1/{{#expr:1/(10*{{#var:seedbase}}) round 1}}
Spitting_Wyvern	Yew seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + 1/123) round 1}}
Stingray	Avantoe seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*103 + {{#var:uncseed}}*12) round 1}}
Stingray	Belladonna seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*143 + {{#var:uncseed}}*18) round 1}}
Stingray	Cactus seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*96 + {{#var:uncseed}}*12) round 1}}
Stingray	Cadantine seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*32 + {{#var:uncseed}}*4) round 1}}
Stingray	Dwarf weed seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*14 + {{#var:uncseed}}*2) round 1}}
Stingray	Grimy avantoe	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*6 + {{#var:usefulHdt}}*5) round 1}}
Stingray	Grimy cadantine	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*4) round 1}}
Stingray	Grimy dwarf weed	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*3) round 1}}
Stingray	Grimy guam leaf	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*32) round 1}}
Stingray	Grimy harralander	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*14) round 1}}
Stingray	Grimy irit leaf	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*8) round 1}}
Stingray	Grimy kwuarm	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*5) round 1}}
Stingray	Grimy lantadyme	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*3) round 1}}
Stingray	Grimy marrentill	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*24) round 1}}
Stingray	Grimy ranarr weed	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*11 + {{#var:usefulHdt}}*4) round 1}}
Stingray	Grimy snapdragon	Main	Unnoted herbs	1/{{#expr:1/({{#var:usefulHdt}}*4) round 1}}
Stingray	Grimy tarromin	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*18) round 1}}
Stingray	Grimy torstol	Main	Unnoted herbs	1/{{#expr:1/({{#var:usefulHdt}}*3) round 1}}
Stingray	Harralander seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*56) round 1}}
Stingray	Irit seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*148 + {{#var:uncseed}}*18) round 1}}
Stingray	Jangerberry seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*92) round 1}}
Stingray	Kwuarm seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*69 + {{#var:uncseed}}*9) round 1}}
Stingray	Lantadyme seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*23 + {{#var:uncseed}}*3) round 1}}
Stingray	Limpwurt seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*137) round 1}}
Stingray	Marrentill seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*125) round 1}}
Stingray	Mushroom spore	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*29) round 1}}
Stingray	Poison ivy seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*101 + {{#var:uncseed}}*13) round 1}}
Stingray	Potato cactus seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*70 + {{#var:uncseed}}*8) round 1}}
Stingray	Ranarr seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*39) round 1}}
Stingray	Snapdragon seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*46 + {{#var:uncseed}}*5) round 1}}
Stingray	Snape grass seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*20) round 1}}
Stingray	Snape grass seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*40) round 1}}
Stingray	Strawberry seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*131) round 1}}
Stingray	Tarromin seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*85) round 1}}
Stingray	Toadflax seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*216 + {{#var:uncseed}}*27) round 1}}
Stingray	Torstol seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*9 + {{#var:uncseed}}*1) round 0}}
Stingray	Watermelon seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*63) round 1}}
Stingray	Whiteberry seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*34) round 1}}
Stingray	Wildblood seed	Main	Seeds	1/{{#expr:1/({{#var:uncseed}}*83) round 1}}
Taloned_Wyvern	Celastrus seed	Main	Seeds	1/{{#expr:1/(2*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Dragonfruit tree seed	Main	Seeds	1/{{#expr:1/(3*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Grimy cadantine	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Taloned_Wyvern	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Taloned_Wyvern	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(40*{{#var:herbbase}}) round 1}}
Taloned_Wyvern	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(24*{{#var:herbbase}}) round 1}}
Taloned_Wyvern	Magic seed	Main	Seeds	1/{{#expr:1/(6*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Mahogany seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + (1/123 * 1/3)) round 1}}
Taloned_Wyvern	Maple seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Palm tree seed	Main	Seeds	1/{{#expr:1/(5*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Papaya tree seed	Main	Seeds	1/{{#expr:1/(7*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Ranarr seed	Main	Seeds	1/{{#expr:1/(15*{{#var:seedbase}} + 2/123) round 1}}
Taloned_Wyvern	Redwood tree seed	Main	Seeds	1/{{#expr:1/(2*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Snapdragon seed	Main	Seeds	1/{{#expr:1/(14*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Spirit seed	Main	Seeds	1/{{#expr:1/(4*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Teak seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + (1/123 * 2/3)) round 1}}
Taloned_Wyvern	Torstol seed	Main	Seeds	1/{{#expr:1/(11*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Watermelon seed	Main	Seeds	1/{{#expr:1/(10*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Willow seed	Main	Seeds	1/{{#expr:1/(10*{{#var:seedbase}}) round 1}}
Taloned_Wyvern	Yew seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + 1/123) round 1}}
Tiger_shark	Clue scroll (hard)	Tertiary	Tertiary	Rare
Tortured_gorilla	Grimy cadantine	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Tortured_gorilla	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Tortured_gorilla	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(40*{{#var:herbbase}}) round 1}}
Tortured_gorilla	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(24*{{#var:herbbase}}) round 1}}
Veiled_kraken	Camphor seed	Main	Seeds	1/{{#expr:1/(15/20 * 2/272) round 1}}
Veiled_kraken	Ironwood seed	Main	Seeds	1/{{#expr:1/(4/20 * 2/272) round 1}}
Veiled_kraken	Rosewood seed	Main	Seeds	1/{{#expr:1/(1/20 * 2/272) round 1}}
Vitreous_Chilled_Jelly	Frozen tear	Tertiary	Tertiary	Rare
Warped_Terrorbird	Clue scroll (hard)	Tertiary	Tertiary	Rare
Warped_Tortoise	Clue scroll (hard)	Tertiary	Tertiary	Rare
White_jaguar	Clue scroll (medium)	Tertiary	Tertiary	Rare
Wolf	Clue scroll (beginner)	Tertiary	Tertiary	Rare
